 1,983,640ms ID:00016123 Pr:00000000             0 +         7,051 119CD1DB5A272A3A2DC40D33BF5D82C7          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_032.fxe"
 1,983,640ms ID:00016124 Pr:00000000             0 +         2,350 69931AC8C6C52C7AB6B207C12C991EF3          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_031.fxe"
 1,983,640ms ID:00016124 Pr:00000000             0 +         2,350 69931AC8C6C52C7AB6B207C12C991EF3          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_031.fxe"
 1,983,640ms ID:00016124 Pr:00000000             0 +         2,350 69931AC8C6C52C7AB6B207C12C991EF3          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_031.fxe"
 1,983,640ms ID:00016125 Pr:00000000             0 +         6,878 6C45B5D8A02EE0380FD2F105D6F0BB0C          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_034.fxe"
 1,983,640ms ID:00016125 Pr:00000000             0 +         6,878 6C45B5D8A02EE0380FD2F105D6F0BB0C          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_034.fxe"
 1,983,640ms ID:00016125 Pr:00000000             0 +         6,878 6C45B5D8A02EE0380FD2F105D6F0BB0C          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_034.fxe"
 1,983,640ms ID:00016126 Pr:00000000             0 +         6,038 4DFCBA46C8FD5A80F5933AC6AA63F5B7          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_071.fxe"
 1,983,640ms ID:00016126 Pr:00000000             0 +         6,038 4DFCBA46C8FD5A80F5933AC6AA63F5B7          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_071.fxe"
 1,983,640ms ID:00016126 Pr:00000000             0 +         6,038 4DFCBA46C8FD5A80F5933AC6AA63F5B7          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_071.fxe"
 1,983,640ms ID:00016127 Pr:00000000             0 +         2,222 C77AC3D1C87E3444F37C48B069E5E565          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_070.fxe"
 1,983,640ms ID:00016127 Pr:00000000             0 +         2,222 C77AC3D1C87E3444F37C48B069E5E565          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_070.fxe"
 1,983,640ms ID:00016127 Pr:00000000             0 +         2,222 C77AC3D1C87E3444F37C48B069E5E565          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_070.fxe"
 1,983,640ms ID:00016128 Pr:00000000             0 +         5,977 6F7535D7327663FB4B07378BD0D5EECA          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_073.fxe"
 1,983,640ms ID:00016128 Pr:00000000             0 +         5,977 6F7535D7327663FB4B07378BD0D5EECA          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_073.fxe"
 1,983,640ms ID:00016128 Pr:00000000             0 +         5,977 6F7535D7327663FB4B07378BD0D5EECA          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_073.fxe"
 1,983,640ms ID:00016129 Pr:00000000             0 +         5,691 F02E330A5DDADE8B0F7B8A640558CF54          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_041.fxe"
 1,983,640ms ID:00016129 Pr:00000000             0 +         5,691 F02E330A5DDADE8B0F7B8A640558CF54          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_041.fxe"
 1,983,640ms ID:00016129 Pr:00000000             0 +         5,691 F02E330A5DDADE8B0F7B8A640558CF54          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_041.fxe"
 1,983,640ms ID:0001612A Pr:00000000             0 +         6,404 D575B2DFA9E5E8F1DE0D8F9F59B276BC          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_069.fxe"
 1,983,640ms ID:0001612A Pr:00000000             0 +         6,404 D575B2DFA9E5E8F1DE0D8F9F59B276BC          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_069.fxe"
 1,983,640ms ID:0001612A Pr:00000000             0 +         6,404 D575B2DFA9E5E8F1DE0D8F9F59B276BC          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_069.fxe"
 1,983,640ms ID:0001612B Pr:00000000             0 +         3,678 E0B09DA39A1FEDB865431000879466FE          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_002.fxe"
 1,983,640ms ID:0001612B Pr:00000000             0 +         3,678 E0B09DA39A1FEDB865431000879466FE          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_002.fxe"
 1,983,640ms ID:0001612B Pr:00000000             0 +         3,678 E0B09DA39A1FEDB865431000879466FE          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_Raynor_002.fxe"
 1,983,640ms ID:0001612C Pr:00000000             0 +         5,715 140859264CA9AE34CA3A0BE8FB9974D6          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_DTLeader_075.fxe"
 1,983,640ms ID:0001612D Pr:00000000             0 +         1,864 FEFB9CDC6C357BF2B855090EACAE2CB6          RequestFile() "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_DTLeader_076.fxe"
 1,983,640ms ID:0001612C Pr:00000000             0 +         5,715 140859264CA9AE34CA3A0BE8FB9974D6          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_DTLeader_075.fxe"
 1,983,640ms ID:0001612D Pr:00000000             0 +         1,864 FEFB9CDC6C357BF2B855090EACAE2CB6          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Convo_Communicator_DTLeader_076.fxe"
