NGDP Name Resolution Failed: //level3.blizzard.com

NGDP Downloader Error: DOWNLOAD_ERR_NAME_RESOLUTION_FAILED

NGDP Name Resolution Failed: //eu.cdn.blizzard.com/?maxhosts%3d4

NGDP Downloader Error: DOWNLOAD_ERR_NAME_RESOLUTION_FAILED

NGDP Name Resolution Failed: //eu.cdn.blizzard.com

NGDP Downloader Error: DOWNLOAD_ERR_NAME_RESOLUTION_FAILED

NGDP Name Resolution Failed: //level3.blizzard.com/?maxhosts%3d4

NGDP Downloader Error: DOWNLOAD_ERR_NAME_RESOLUTION_FAILED

NGDP Patch Fail: C234A565273EB3C4D642433C99158260 "error accessing key"

NGDP Patch Fail: 68E8AEDE334B5109B42FDE31796A444B "error accessing key"

NGDP Patch Fail: E7C5F445C3C4DCFEABFA10A0B6195653 "error accessing key"

NGDP Patch Fail: DE5A9A756D86268353578EB749BF2F19 "error accessing key"

NGDP Patch Fail: 393B7B331D91756EA45A155AC889405C "error accessing key"

NGDP Patch Fail: 636DC03C3DDAA24EE900DEF92279B980 "error accessing key"

NGDP Patch Fail: 290B974F3D248E7040AA91E5624F0A99 "error accessing key"

NGDP Patch Fail: C113887A45161BB6BA762165279CAE8F "error accessing key"

NGDP Patch Fail: BB3EC84CBEC272BD6F0A0C6180748D71 "error accessing key"

NGDP Patch Fail: BB17AB8DA2B6D5593633588398171EE2 "error accessing key"

NGDP Patch Fail: 06F113D37108580120C2838A3969BE35 "error accessing key"

NGDP Patch Fail: CF55103D0419169DE1041E89C410567F "error accessing key"

NGDP Patch Fail: EDF213D66603F0ED46AEC8BE8FC28D27 "error accessing key"

NGDP Patch Fail: 3710C96CEB5B1D13644DC0A3BCE1FEAE "error accessing key"

NGDP Patch Fail: 057167AB695BE647F79D29E9FCBFE775 "error accessing key"

NGDP Patch Fail: 8974307310F741984361A33B8CC93A96 "error accessing key"

NGDP Patch Fail: F4B1905F256DE98B7ED4F0F24A5A13C1 "error accessing key"

NGDP Patch Fail: C7EE40BFEEF7DF0E491C83CAD5A879F2 "error accessing key"

NGDP Patch Fail: F5E44ABFEFDF5E15DFEBBF09F97454A3 "error accessing key"

NGDP Patch Fail: C1C035D2E10E443062C3BCCADF1B3DB8 "error accessing key"

NGDP Patch Fail: E4F544D7F75F7EEFD8187E2905580B3B "error accessing key"

NGDP Patch Fail: C75FF151580837CF3BE6BEA870DCB34D "error accessing key"

NGDP Patch Fail: EC0D806F57ECE070164632B9091AAEA9 "error accessing key"

NGDP Patch Fail: 2A9632551E8ED5FC59AFD038BAFC7DDA "error accessing key"

NGDP Patch Fail: 5D001CE06134C74EAB11CFF260DBF595 "error accessing key"

NGDP Patch Fail: 80F4BFA2E3490D6731CE1D26C01DB1EF "error accessing key"

NGDP Patch Fail: FA3D1397A5E2ADBCBC70FB85E6B4E687 "error accessing key"

NGDP Patch Fail: 81E125F52624B5FEB96F3D70C80B8D8C "error accessing key"

NGDP Patch Fail: 873E9EB7FB7A63F4E6EFF9F657668491 "error accessing key"

NGDP Patch Fail: 2723F4D87390C6A31B1B12389ECD5664 "error accessing key"

NGDP Patch Fail: F41F18271725BB296D78D63F06EEE484 "error accessing key"

NGDP Patch Fail: E7F6FBDD9CAB960A75DFB6B1B9087482 "error accessing key"

NGDP Patch Fail: AAFFC3A7C4DDC43EAF24D46709BE5913 "error accessing key"

NGDP Patch Fail: 63EF8B57D6B1DEE66DBA2C036110A99F "error accessing key"

NGDP Patch Fail: B9925005A49A62DD0F57BA4C18644B45 "error accessing key"

NGDP Patch Fail: 3B4027F21C3B6F58AD19B9D475FA6200 "error accessing key"

NGDP Patch Fail: C3CAAD4EF01990D02DA986D1A6E2B45C "error accessing key"

NGDP Patch Fail: 5062E3C97FD37BD0D30889BF87A896FF "error accessing key"

NGDP Patch Fail: 8B86E81E8B1C1BE1234350A2D24CD07D "error accessing key"

NGDP Patch Fail: 9995A522F01BB4E8EE81E164BC8C1A40 "error accessing key"

NGDP Patch Fail: 46DDAF4FC52F36C861C63A427E73412B "error accessing key"

NGDP Patch Fail: C49FA7B6186EBBC5C9363BCDE9BFFBA6 "error accessing key"

NGDP Patch Fail: C03285875881068F455C8120C2F1099D "error accessing key"

NGDP Patch Fail: 3B6CE5238E3F84CEB5CDDEF261C53D0D "error accessing key"

NGDP Patch Fail: 9E1C9166212025044CE36670294C86B6 "error accessing key"

NGDP Patch Fail: EF642C3924FA349300194E3051ECD83D "error accessing key"

NGDP Patch Fail: 71130A9EA2D2FB694BBF0DF3ED79917B "error accessing key"

NGDP Patch Fail: FEE838A4F630DE446D4FFC186304DE88 "error accessing key"

NGDP Patch Fail: C86CC50F029FC2494116CC3F1A982D34 "error accessing key"

NGDP Patch Fail: 329254867215BE5F262C3EF3648100CD "error accessing key"

